Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
bk02.0065.02	Brown	K02	65	General Fiction	of	the edge of the stream which glowed in the night	the stream which glowed in the night	stream	common	N	inanimate	inanimate	inanimate	given	the edge	edge	inanimate	OTH	N	N	-3	7	2	75	1960
bk02.0070.01	Brown	K02	70	General Fiction	of	the hand of an expert	an expert	expert	common	N	animate	animate	animate	new	the hand	hand	inanimate	OTH	N	N	-3.301029996	2	2	81	1960
bk02.0071.01	Brown	K02	71	General Fiction	of	The gentle whir of each footstep	each footstep	footstep	common	N	inanimate	inanimate	inanimate	given	The gentle whir	whir	inanimate	OTH	N	N	-3.301029996	2	3	85	1960
bk02.0072.01	Brown	K02	72	General Fiction	of	The shapes of the men ahead+of him	the men ahead+of him	men	common	N	animate	animate	animate	given	The shapes	shapes	inanimate	OTH	N	N	-2.124938737	4	2	83	1960
bk02.0081.01	Brown	K02	81	General Fiction	of	the west coast of the Korean peninsula	the Korean peninsula	peninsula	common	N	inanimate	inanimate	inanimate	given	the west coast	coast	inanimate	PART	Y	N	-3.301029996	3	3	81	1960
bk02.0082.01	Brown	K02	82	General Fiction	s	White's arm	White's	White	proper	N	animate	animate	animate	given	arm	arm	inanimate	BOD	Y	N	-2.455931956	1	1	80	1960
bk02.0091.01	Brown	K02	91	General Fiction	of	the heads of the rest of the patrol	the rest of the patrol	rest	common	N	animate	animate	animate	given	the heads	heads	inanimate	BOD	Y	Y	-2.823908741	5	2	72	1960
bk02.0092.02	Brown	K02	92	General Fiction	s	his rifle's safety	his rifle's	rifle	common	N	inanimate	inanimate	inanimate	given	safety	safety	inanimate	PART	Y	N	-2.823908741	2	1	72	1960
bk02.0092.05	Brown	K02	92	General Fiction	of	the upper part of his body	his body	body	common	N	inanimate	inanimate	inanimate	given	the upper part	part	inanimate	OTH	N	Y	-2.698970004	2	3	72	1960
bk02.0094.03	Brown	K02	94	General Fiction	of	the touch of the night air	the night air	air	common	N	inanimate	inanimate	inanimate	given	the touch	touch	inanimate	OTH	N	N	-3.301029996	3	2	75	1960
bk02.0095.01	Brown	K02	95	General Fiction	of	the upper part of his body	his body	body	common	N	inanimate	inanimate	inanimate	given	the upper part	part	inanimate	OTH	N	N	-2.698970004	2	3	78	1960
bk02.0097.02	Brown	K02	97	General Fiction	of	the stock of his weapon	his weapon	weapon	common	N	inanimate	inanimate	inanimate	given	the stock	stock	inanimate	PART	Y	N	-3	2	2	75	1960
bk02.0099.03	Brown	K02	99	General Fiction	s	the valley's dark	the valley's	valley	common	N	inanimate	inanimate	inanimate	given	dark	dark	inanimate	OTH	N	N	-2.602059991	2	1	72	1960
bk02.0100.03	Brown	K02	100	General Fiction	of	the grotesques of a medieval damnation scene	a medieval damnation scene	scene	common	N	inanimate	inanimate	inanimate	new	the grotesques	grotesques	animate	OTH	N	Y	-3.301029996	4	2	71	1960
bk02.0101.01	Brown	K02	101	General Fiction	of	the tension of his body	his body	body	common	N	inanimate	inanimate	inanimate	given	the tension	tension	inanimate	OTH	N	N	-2.698970004	2	2	71	1960
bk02.0102.01	Brown	K02	102	General Fiction	of	the unseen presence of the other men in the patrol	the other men in the patrol	men	common	N	animate	animate	animate	given	the unseen presence	presence	inanimate	OTH	N	N	-2.124938737	6	3	72	1960
bk02.0104.01	Brown	K02	104	General Fiction	of	the meaning of the great stone monuments men had thrown up+to the sky	the great stone monuments men had thrown up+to the sky	monument	common	N	inanimate	inanimate	inanimate	given	the meaning	meaning	inanimate	OTH	N	N	-3.301029996	8	2	70	1960
bk02.0106.01	Brown	K02	106	General Fiction	of	the barns of farmers	farmers	farmer	common	Y	animate	animate	animate	new	the barns	barns	inanimate	OWN	Y	N	-3.301029996	1	2	66	1960
bk02.0110.01	Brown	K02	110	General Fiction	of	the integrity of the visiting foreigner	the visiting foreigner	foreigner	common	N	animate	animate	animate	given	the integrity	integrity	inanimate	OTH	N	N	-3.301029996	3	2	69	1960
bk02.0110.01	Brown	K02	110	General Fiction	of	the integrity of the visiting foreigner	the visiting foreigner	foreigner	common	N	animate	animate	animate	given	the integrity	integrity	inanimate	OTH	N	N	-3.301029996	3	2	69	1960
bk02.0110.01	Brown	K02	110	General Fiction	of	the integrity of the visiting foreigner	the visiting foreigner	foreigner	common	N	animate	animate	animate	given	the integrity	integrity	inanimate	OTH	N	N	-3.301029996	3	2	69	1960
bk03.0010.01	Brown	K03	10	General Fiction	of	the widow of a writer who had died in an airplane crash	a writer who had died in an airplane crash	writer	common	Y	animate	animate	animate	new	the widow	widow	animate	KIN	Y	N	-3.301029996	8	2	75	1960
bk03.0010.02	Brown	K03	10	General Fiction	of	head of the historical section of the Treasury	the historical section of the Treasury	section	common	N	collective	collective	inanimate	given	head	head	animate	OTH	N	N	-3.301029996	6	1	75	1960
bk03.0010.03	Brown	K03	10	General Fiction	of	the historical section of the Treasury	the Treasury	Treasury	proper	N	collective	collective	inanimate	given	the historical section	section	inanimate	OTH	N	N	-3.301029996	2	3	75	1960
bk03.0022.01	Brown	K03	22	General Fiction	of	the rear end of a horse	a horse	horse	common	Y	animate	animate	animate	new	the rear end	end	inanimate	OTH	N	N	-3.301029996	2	3	73	1960
bk03.0023.01	Brown	K03	23	General Fiction	of	the red clay of rural Alabama	rural Alabama	rural Alabama	proper	N	place	inanimate	inanimate	given	the red clay	clay	inanimate	OTH	N	N	-3.301029996	2	3	71	1960
bk03.0027.02	Brown	K03	27	General Fiction	s	Trig's accent	Trig's	Trig	proper	N	animate	animate	animate	given	accent	accent	inanimate	OTH	N	N	-2.22184875	1	1	71	1960
bk03.0049.02	Brown	K03	49	General Fiction	of	the neck of a wounded Filipino	a wounded Filipino	Filipino	common	N	animate	animate	animate	new	the neck	neck	inanimate	BOD	Y	Y	-3.301029996	3	2	77	1960
bk03.0062.02	Brown	K03	62	General Fiction	of	the winding pattern of traffic	traffic	traffic	common	N	inanimate	inanimate	inanimate	new	the winding pattern	pattern	inanimate	OTH	N	N	-3	1	3	73	1960
bk03.0064.02	Brown	K03	64	General Fiction	of	the streets of Westminster	Westminster	Westminster	proper	N	inanimate	inanimate	inanimate	given	the streets	streets	inanimate	PART	Y	N	-3.301029996	1	2	75	1960
bk03.0065.02	Brown	K03	65	General Fiction	of	the bone marrow of the spirit	the spirit	spirit	common	N	inanimate	inanimate	inanimate	given	the bone marrow	marrow	inanimate	OTH	N	N	-3.301029996	2	3	76	1960
bk03.0068.01	Brown	K03	68	General Fiction	of	the back seat of cars	cars	car	common	Y	inanimate	inanimate	inanimate	new	the back seat	seat	inanimate	OTH	N	N	-2.823908741	1	3	73	1960
bk03.0073.01	Brown	K03	73	General Fiction	s	the water's edge	the water's	water	common	N	inanimate	inanimate	inanimate	given	edge	edge	inanimate	OTH	N	N	-3.301029996	2	1	67	1960
bk03.0102.02	Brown	K03	102	General Fiction	of	The pattern of the Oriental rug	the Oriental rug	rug	common	N	inanimate	inanimate	inanimate	given	The pattern	pattern	inanimate	OTH	N	Y	-3.301029996	3	2	74	1960
bk03.0110.01	Brown	K03	110	General Fiction	s	the Vice President's home	the Vice President's	Vice President	common	N	animate	animate	animate	given	home	home	inanimate	OWN	Y	N	-2.522878745	3	1	78	1960
bk03.0124.01	Brown	K03	124	General Fiction	of	"the practiced , deceptive calm of the lawyer"	the lawyer	lawyer	common	N	animate	animate	animate	given	"the practiced , deceptive calm"	calm	inanimate	OTH	N	Y	-3	2	5	76	1960
bk03.0132.02	Brown	K03	132	General Fiction	of	the disarmament of Germany	Germany	Germany	proper	N	collective	collective	inanimate	given	the disarmament	disarmament	inanimate	OTH	N	N	-2.823908741	1	2	70	1960
bk04.0011.01	Brown	K04	11	General Fiction	of	the midst of this crowded region	this crowded region	region	common	N	inanimate	inanimate	inanimate	given	the midst	midst	inanimate	OTH	N	N	-2.823908741	3	2	71	1960
bk04.0019.02	Brown	K04	19	General Fiction	of	the support of the Amen corner	the Amen corner	corner	common	N	animate	animate	animate	given	the support	support	inanimate	OTH	N	N	-2.455931956	3	2	77	1960
bk04.0031.01	Brown	K04	31	General Fiction	of	the loss of their old pastor	their old pastor	pastor	common	N	animate	animate	animate	given	the loss	loss	inanimate	OTH	N	N	-2.455931956	3	2	67	1960
bk04.0038.03	Brown	K04	38	General Fiction	of	the old members of the church	the church	church	common	Y	collective	collective	inanimate	given	the old members	members	animate	OTH	N	N	-1.920818754	2	3	77	1960
bk04.0042.01	Brown	K04	42	General Fiction	of	The salary of the pastor	the pastor	pastor	common	N	animate	animate	animate	given	The salary	salary	inanimate	OTH	N	N	-2.455931956	2	2	70	1960
bk04.0055.01	Brown	K04	55	General Fiction	of	the other side of the church	the church	church	common	Y	inanimate	inanimate	inanimate	given	the other side	side	inanimate	OTH	N	N	-1.920818754	2	3	69	1960
bk04.0058.01	Brown	K04	58	General Fiction	of	The deacon of the church	the church	church	common	Y	collective	collective	inanimate	given	The deacon	deacon	animate	OTH	N	N	-1.920818754	2	2	73	1960
bk04.0059.02	Brown	K04	59	General Fiction	of	the leading members of the Amen corner	the Amen corner	corner	common	N	collective	collective	inanimate	given	the leading members	members	animate	OTH	N	N	-2.455931956	3	3	71	1960
bk04.0061.01	Brown	K04	61	General Fiction	of	the center of Black Bottom	Black Bottom	Black Bottom	proper	N	place	inanimate	inanimate	given	the center	center	inanimate	OTH	N	N	-2.602059991	2	2	75	1960
bk04.0118.02	Brown	K04	118	General Fiction	of	the part of the Negroes	the Negroes	Negro	common	Y	animate	animate	animate	given	the part	part	inanimate	OTH	N	N	-2.698970004	2	2	67	1960
bk04.0119.01	Brown	K04	119	General Fiction	of	this situation of Kent House	Kent House	Kent House	proper	Y	collective	collective	inanimate	given	this situation	situation	inanimate	OTH	N	N	-2.522878745	2	2	68	1960
bk04.0125.01	Brown	K04	125	General Fiction	of	"the end of his career in the Methodist church , if not in all churches"	"his career in the Methodist church, if not in all churches"	career	common	Y	inanimate	inanimate	inanimate	given	the end	end	inanimate	OTH	N	N	-3.301029996	8	2	80	1960
bk05.0002.01	Brown	K05	2	General Fiction	of	the darkness of the night	the night	night	common	N	time	inanimate	inanimate	given	the darkness	darkness	inanimate	OTH	N	N	-2.698970004	2	2	78.87323944	1960
bk05.0011.01	Brown	K05	11	General Fiction	s	Seward's home	Seward's	Seward	proper	N	animate	animate	animate	given	home	home	inanimate	OWN	Y	N	-2.397940009	1	1	79.34782609	1960
bk05.0024.01	Brown	K05	24	General Fiction	s	Seward's room	Seward's	Seward	proper	N	animate	animate	animate	given	room	room	inanimate	OWN	Y	Y	-2.397940009	1	1	75	1960
bk05.0038.01	Brown	K05	38	General Fiction	of	The sound of his footsteps	his footsteps	footsteps	common	Y	inanimate	inanimate	inanimate	given	The sound	sound	inanimate	OTH	N	Y	-3.301029996	2	2	80	1960
bk05.0039.01	Brown	K05	39	General Fiction	of	the top of the stairs	the stairs	stairs	common	Y	inanimate	inanimate	inanimate	given	the top	top	inanimate	PART	Y	N	-2.698970004	2	2	77	1960
bk05.0044.03	Brown	K05	44	General Fiction	s	his father's door	his father's	father	common	N	animate	animate	animate	given	door	door	inanimate	OTH	N	N	-3	2	1	75	1960
bk05.0051.01	Brown	K05	51	General Fiction	s	Frederick Seward's head	Frederick Seward's	Frederick Seward	proper	N	animate	animate	animate	given	head	head	inanimate	BOD	Y	Y	-2.823908741	2	1	77	1960
bk05.0103.02	Brown	K05	103	General Fiction	of	the high spots of the play	the play	play	common	N	inanimate	inanimate	inanimate	given	the high spots	spots	inanimate	OTH	N	Y	-2.698970004	2	3	79	1960
bk05.0119.01	Brown	K05	119	General Fiction	of	the end of the monologue	the monologue	monologue	common	N	inanimate	inanimate	inanimate	given	the end	end	inanimate	OTH	N	N	-3	2	2	74	1960
bk05.0127.01	Brown	K05	127	General Fiction	of	the edge of the Presidential box	the Presidential box	box	common	Y	inanimate	inanimate	inanimate	given	the edge	edge	inanimate	OTH	N	N	-2.346787486	3	2	77.77777778	1960
bk05.0149.01	Brown	K05	149	General Fiction	of	That absence of an urgent self-indulgence	an urgent self-indulgence	self-indulgence	common	Y	inanimate	inanimate	inanimate	new	That absence	absence	inanimate	OTH	N	N	-3.301029996	3	2	75	1960
bk05.0161.01	Brown	K05	161	General Fiction	of	the sound of Mrs. Lincoln's weeping	Mrs. Lincoln's weeping	weeping	common	N	inanimate	inanimate	inanimate	given	the sound	sound	inanimate	OTH	N	N	-3.301029996	3	2	73	1960
bk05.0162.01	Brown	K05	162	General Fiction	of	the rear of the auditorium	the auditorium	auditorium	common	N	inanimate	inanimate	inanimate	given	the rear	rear	inanimate	PART	Y	N	-3.301029996	2	2	70	1960
bk05.0170.01	Brown	K05	170	General Fiction	of	the hem of her dress	her dress	dress	common	Y	inanimate	inanimate	inanimate	given	the hem	hem	inanimate	OTH	N	N	-2.698970004	2	2	78.04878049	1960
bk05.0170.03	Brown	K05	170	General Fiction	s	Miss Harris's companion	Miss Harris's	Miss Harris	proper	Y	animate	animate	animate	given	companion	companion	animate	OTH	N	N	-2.823908741	2	1	78.04878049	1960
bk06.0012.01	Brown	K06	12	General Fiction	s	the stranger's head	the stranger's	stranger	common	N	animate	animate	animate	given	head	head	inanimate	BOD	Y	N	-2.602059991	2	1	74.74747475	1960
bk06.0017.02	Brown	K06	17	General Fiction	of	the sprawled figure of the stranger	the stranger	stranger	common	N	animate	animate	animate	given	the sprawled figure	figure	inanimate	OTH	N	Y	-2.602059991	2	3	73	1960
bk06.0022.01	Brown	K06	22	General Fiction	of	the top of the head	the head	head	common	N	inanimate	inanimate	inanimate	given	the top	top	inanimate	OTH	N	N	-2.522878745	2	2	79.74683544	1960
bk06.0032.02	Brown	K06	32	General Fiction	of	the boards of Katie's stall	Katie's stall	stall	common	N	inanimate	inanimate	inanimate	given	the boards	boards	inanimate	PART	Y	N	-3	2	2	76.5625	1960
bk06.0032.03	Brown	K06	32	General Fiction	s	Katie's stall	Katie's	Katie	proper	N	animate	animate	animate	given	stall	stall	inanimate	OTH	N	N	-2.455931956	1	1	76.5625	1960
bk06.0032.04	Brown	K06	32	General Fiction	of	the mangled corpse of the bearded stranger	the bearded stranger	stranger	common	N	animate	animate	animate	given	the mangled corpse	corpse	inanimate	BOD	Y	Y	-2.602059991	3	3	76.5625	1960
bk06.0036.02	Brown	K06	36	General Fiction	s	his Mama's arms	his Mama's	Mama	common	N	animate	animate	animate	given	arms	arms	inanimate	BOD	Y	N	-2.698970004	2	1	82.8125	1960
bk06.0058.01	Brown	K06	58	General Fiction	of	the slate roof of the church	the church	church	common	Y	inanimate	inanimate	inanimate	given	the slate roof	roof	inanimate	PART	Y	Y	-2.15490196	2	3	81.33333333	1960
bk06.0077.01	Brown	K06	77	General Fiction	s	Papa's footsteps	Papa's	Papa	proper	N	animate	animate	animate	given	footsteps	footsteps	inanimate	OTH	N	N	-2.096910013	1	1	78	1960
bk06.0082.01	Brown	K06	82	General Fiction	s	God's work	God's	God	proper	N	animate	animate	animate	given	work	work	inanimate	OTH	N	Y	-2.15490196	1	1	73	1960
bk06.0087.01	Brown	K06	87	General Fiction	of	the junction of the Neversink and the Delaware	the Neversink and the Delaware	Neversink and the Delaware	proper	N	place	inanimate	inanimate	given	the junction	junction	inanimate	OTH	N	Y	-3.301029996	5	2	76	1960
bk06.0088.01	Brown	K06	88	General Fiction	s	man's chief end	man's	man	common	N	animate	animate	animate	given	chief end	end	inanimate	OTH	N	N	-2.602059991	1	2	81	1960
bk06.0089.01	Brown	K06	89	General Fiction	s	a boy's lively eyes	a boy's	boy	common	N	animate	animate	animate	new	lively eyes	eyes	inanimate	BOD	Y	Y	-2.698970004	2	2	79.48717949	1960
bk06.0111.01	Brown	K06	111	General Fiction	of	"The cold , mysterious presence of God"	God	God	proper	N	animate	animate	animate	given	"The cold , mysterious presence"	presence	inanimate	OTH	N	Y	-2.15490196	1	5	74	1960
bk06.0112.01	Brown	K06	112	General Fiction	of	the end of a shaft of light	a shaft of light	shaft	common	N	inanimate	inanimate	inanimate	new	the end	end	inanimate	OTH	N	N	-3.301029996	4	2	75	1960
bk06.0118.01	Brown	K06	118	General Fiction	s	Papa's slender fingers	Papa's	Papa	proper	N	animate	animate	animate	given	slender fingers	finger	inanimate	BOD	Y	N	-2.096910013	1	2	76	1960
bk06.0118.02	Brown	K06	118	General Fiction	of	the bridge of the strong nose	the strong nose	nose	common	Y	inanimate	inanimate	inanimate	given	the bridge	bridge	inanimate	OTH	N	Y	-3.301029996	3	2	76	1960
bk06.0138.01	Brown	K06	138	General Fiction	s	Papa's chosen	Papa's	Papa	proper	N	animate	animate	animate	given	chosen	chosen	animate	OTH	N	N	-2.096910013	1	1	73	1960
bk06.0138.02	Brown	K06	138	General Fiction	s	God's wrathful storms	God's	God	proper	N	animate	animate	animate	given	wrathful storms	storm	inanimate	OTH	N	Y	-2.15490196	1	2	73	1960
bk06.0145.01	Brown	K06	145	General Fiction	of	the steeples of the other churches	the other churches	church	common	Y	inanimate	inanimate	inanimate	given	the steeples	steeples	inanimate	PART	Y	Y	-2.15490196	3	2	75.75757576	1960
bk06.0177.01	Brown	K06	177	General Fiction	s	the Christophers' lawn	the Christophers'	Christophers	proper	Y	animate	animate	animate	given	lawn	lawn	inanimate	OWN	Y	N	-3.301029996	2	1	77	1960
bk08.0002.01	Brown	K08	2	General Fiction	of	the dark of the forest	the forest	forest	common	N	inanimate	inanimate	inanimate	given	the dark	dark	inanimate	OTH	N	N	-3.301029996	2	2	72.72727273	1960
bk08.0013.02	Brown	K08	13	General Fiction	s	their friend's home	their friend's	friend	common	N	animate	animate	animate	given	home	home	inanimate	OWN	Y	N	-3	2	1	81	1960
bk08.0013.03	Brown	K08	13	General Fiction	s	Voltaire's fears	Voltaire's	Voltaire	proper	N	animate	animate	animate	given	fears	fears	inanimate	OTH	N	Y	-2.397940009	1	1	81	1960
bk08.0015.01	Brown	K08	15	General Fiction	s	Voltaire's surprise	Voltaire's	Voltaire	proper	N	animate	animate	animate	given	surprise	surprise	inanimate	OTH	N	Y	-2.397940009	1	1	76	1960
bk08.0019.02	Brown	K08	19	General Fiction	of	the literary circles of Europe	Europe	Europe	proper	N	place	inanimate	inanimate	given	the literary circles	circles	inanimate	OTH	N	Y	-3.301029996	1	3	71	1960
bk08.0023.01	Brown	K08	23	General Fiction	of	the furor of his first discourse	his first discourse	discourse	common	Y	inanimate	inanimate	inanimate	given	the furor	furor	inanimate	OTH	N	N	-2.823908741	3	2	70	1960
bk08.0026.01	Brown	K08	26	General Fiction	of	the result of a successful opera	a successful opera	opera	common	N	inanimate	inanimate	inanimate	new	the result	result	inanimate	OTH	N	N	-2.522878745	3	2	72	1960
bk08.0031.01	Brown	K08	31	General Fiction	s	a week's visit to the country home of a retired Swiss jeweler	a week's	week	common	N	inanimate	inanimate	inanimate	new	visit to the country home of a retired Swiss jeweler	visit	inanimate	OTH	N	N	-2.823908741	2	8	82	1960
bk08.0031.02	Brown	K08	31	General Fiction	of	the country home of a retired Swiss jeweler	a retired Swiss jeweler	jeweler	common	N	animate	animate	animate	new	the country home	home	inanimate	OWN	Y	Y	-3.301029996	4	3	82	1960
bk08.0043.03	Brown	K08	43	General Fiction	of	the critics of his Discourse on the Arts and Sciences	his Discourse on the Arts and Sciences	Discourse on the Arts and Sciences	proper	Y	inanimate	inanimate	inanimate	given	the critics	critics	animate	OTH	N	N	-3.301029996	7	2	69	1960
bk08.0052.03	Brown	K08	52	General Fiction	of	the whole culture of this Parisian age	this Parisian age	Parisian age	common	Y	time	inanimate	inanimate	given	the whole culture	culture	inanimate	OTH	N	N	-3.301029996	3	3	68	1960
bk08.0053.01	Brown	K08	53	General Fiction	s	Rameau's type of music	Rameau's	Rameau	proper	N	animate	animate	animate	given	type of music	type	inanimate	OTH	N	N	-2.698970004	1	3	69	1960
bk08.0069.01	Brown	K08	69	General Fiction	of	The musicians of the Royal Opera	the Royal Opera	Royal Opera	proper	N	collective	collective	inanimate	given	The musicians	musicians	animate	OTH	N	Y	-3.301029996	3	2	76	1960
bk08.0070.01	Brown	K08	70	General Fiction	s	the author's curiosity	the author's	author	common	N	animate	animate	animate	given	curiosity	curiosity	inanimate	OTH	N	N	-2.698970004	2	1	74	1960
bk08.0073.01	Brown	K08	73	General Fiction	of	the writer of the Prosopopoeia of Fabricius	the Prosopopoeia of Fabricius	Prosopopoeia of Fabricius	proper	Y	inanimate	inanimate	inanimate	given	the writer	writer	animate	OTH	N	Y	-3.301029996	4	2	78	1960
bk08.0073.03	Brown	K08	73	General Fiction	of	the writer of an amusing little operetta	an amusing little operetta	operetta	common	N	inanimate	inanimate	inanimate	new	the writer	writer	animate	OTH	N	N	-2.698970004	4	2	78	1960
bk08.0083.02	Brown	K08	83	General Fiction	of	the composer of a successful opera	a successful opera	opera	common	N	inanimate	inanimate	inanimate	new	the composer	composer	animate	OTH	N	N	-2.522878745	3	2	78	1960
bk08.0084.02	Brown	K08	84	General Fiction	of	the superintendent of the King's amusements	the King's amusements	amusements	common	Y	inanimate	inanimate	inanimate	given	the superintendent	superintendent	animate	OTH	N	N	-3.301029996	3	2	77	1960
bk08.0084.03	Brown	K08	84	General Fiction	s	the King's amusements	the King's	King	common	N	animate	animate	animate	given	amusements	amusements	inanimate	OTH	N	N	-2.602059991	2	1	77	1960
bk08.0084.04	Brown	K08	84	General Fiction	of	the royal summer palace of Fontainebleau	Fontainebleau	Fontainebleau	proper	N	inanimate	inanimate	inanimate	given	the royal summer palace	palace	inanimate	OWN	Y	Y	-3.301029996	1	4	77	1960
bk08.0091.01	Brown	K08	91	General Fiction	s	the author's permission	the author's	author	common	N	animate	animate	animate	given	permission	permission	inanimate	OTH	N	N	-2.698970004	2	1	71.57894737	1960
bk08.0095.01	Brown	K08	95	General Fiction	of	the court of Louis 15	Louis 15	Louis 15	proper	N	animate	animate	animate	given	the court	court	inanimate	OWN	Y	Y	-3.301029996	2	2	76	1960
bk08.0100.01	Brown	K08	100	General Fiction	of	the promise of the piece	the piece	piece	common	Y	inanimate	inanimate	inanimate	given	the promise	promise	inanimate	OTH	N	N	-2.602059991	2	2	83.33333333	1960
bk08.0100.01	Brown	K08	100	General Fiction	of	the promise of the piece	the piece	piece	common	Y	inanimate	inanimate	inanimate	given	the promise	promise	inanimate	OTH	N	N	-2.602059991	2	2	83.33333333	1960
bk09.0006.01	Brown	K09	6	General Fiction	of	the strength of his lungs	his lungs	lungs	common	Y	inanimate	inanimate	inanimate	given	the strength	strength	inanimate	OTH	N	N	-3.301029996	2	2	74	1960
bk09.0008.01	Brown	K09	8	General Fiction	of	the whole character of a man	a man	man	common	N	animate	animate	animate	new	the whole character	character	inanimate	OTH	N	N	-2.698970004	2	3	76	1960
bk09.0023.02	Brown	K09	23	General Fiction	s	the rider's brains	the rider's	rider	common	N	animate	animate	animate	given	brains	brains	inanimate	BOD	Y	N	-2.522878745	2	1	70	1960
bk09.0026.01	Brown	K09	26	General Fiction	of	The passage and rhythm of time	time	time	common	N	inanimate	inanimate	inanimate	new	The passage and rhythm	rhythm	inanimate	OTH	N	Y	-2.823908741	1	4	73	1960
bk09.0027.02	Brown	K09	27	General Fiction	of	the death of the officer	the officer	officer	common	N	animate	animate	animate	given	the death	death	inanimate	OTH	N	N	-2.522878745	2	2	76	1960
bk09.0027.03	Brown	K09	27	General Fiction	of	the appearance of the first of the retreating redcoats	the first of the retreating redcoats	redcoats	common	Y	animate	animate	animate	given	the appearance	appearance	inanimate	OTH	N	N	-2.259637311	6	2	76	1960
bk09.0028.02	Brown	K09	28	General Fiction	of	the front of the British army	the British army	army	common	N	collective	collective	inanimate	given	the front	front	inanimate	OTH	N	N	-3.301029996	3	2	67	1960
bk09.0037.01	Brown	K09	37	General Fiction	of	The front of their column	their column	column	common	N	inanimate	inanimate	inanimate	given	The front	front	inanimate	OTH	N	N	-2.698970004	2	2	69	1960
bk09.0037.03	Brown	K09	37	General Fiction	of	the side of the road	the road	road	common	N	inanimate	inanimate	inanimate	given	the side	side	inanimate	OTH	N	N	-2.045757491	2	2	69	1960
bk09.0042.01	Brown	K09	42	General Fiction	of	the trigger of my own gun	my own gun	gun	common	N	inanimate	inanimate	inanimate	given	the trigger	trigger	inanimate	PART	Y	N	-2.301029996	3	2	77	1960
bk09.0042.05	Brown	K09	42	General Fiction	of	the force of an angry mule	an angry mule	mule	common	N	animate	animate	animate	new	the force	force	inanimate	OTH	N	N	-3.301029996	3	2	77	1960
bk09.0047.01	Brown	K09	47	General Fiction	s	Deacon Gordon's cow hole	Deacon Gordon's	Deacon Gordon	proper	N	animate	animate	animate	given	cow hole	hole	inanimate	OWN	Y	N	-3.301029996	2	2	66	1960
bk09.0048.01	Brown	K09	48	General Fiction	of	the crazy excitement of our first encounter	our first encounter	encounter	common	N	inanimate	inanimate	inanimate	given	the crazy excitement	excitement	inanimate	OTH	N	Y	-3.301029996	3	3	66	1960
bk09.0048.03	Brown	K09	48	General Fiction	of	the thirst of some of the men	some of the men	men	common	N	animate	animate	animate	new	the thirst	thirst	inanimate	OTH	N	N	-2.397940009	4	2	66	1960
bk09.0052.01	Brown	K09	52	General Fiction	of	the smell of gunpowder	gunpowder	gunpowder	common	N	inanimate	inanimate	inanimate	new	the smell	smell	inanimate	OTH	N	N	-3.301029996	1	2	75	1960
bk09.0058.02	Brown	K09	58	General Fiction	of	the narrowness of the road	the road	road	common	N	inanimate	inanimate	inanimate	given	the narrowness	narrowness	inanimate	OTH	N	N	-2.045757491	2	2	72	1960
bk09.0074.01	Brown	K09	74	General Fiction	s	God's name	God's	God	proper	N	animate	animate	animate	given	name	name	inanimate	OTH	N	N	-3	1	1	73.25581395	1960
bk10.0008.01	Brown	K10	8	General Fiction	s	John's first impulse	John's	John	proper	N	animate	animate	animate	given	first impulse	impulse	inanimate	OTH	N	N	-1.869666232	1	2	73	1960
bk10.0018.01	Brown	K10	18	General Fiction	s	John's reply	John's	John	proper	N	animate	animate	animate	given	reply	reply	inanimate	OTH	N	Y	-1.869666232	1	1	81.63265306	1960
bk10.0027.01	Brown	K10	27	General Fiction	of	the son of the famous patriot	the famous patriot	patriot	common	N	animate	animate	animate	given	the son	son	animate	KIN	Y	Y	-3.301029996	3	2	77	1960
bk10.0032.01	Brown	K10	32	General Fiction	of	the sentence of the Council	the Council	Council	common	N	collective	collective	inanimate	given	the sentence	sentence	inanimate	OTH	N	N	-2.522878745	2	2	77	1960
bk10.0035.01	Brown	K10	35	General Fiction	s	John's thoughts	John's	John	proper	N	animate	animate	animate	given	thoughts	thoughts	inanimate	OTH	N	N	-1.869666232	1	1	76	1960
bk10.0037.02	Brown	K10	37	General Fiction	of	the last rites of the Church	the Church	Church	proper	Y	collective	collective	inanimate	given	the last rites	rites	inanimate	OTH	N	Y	-2.301029996	2	3	76	1960
bk10.0039.01	Brown	K10	39	General Fiction	of	The Abbot of St. Eloi	St. Eloi	St. Eloi	proper	N	place	inanimate	inanimate	given	The Abbot	Abbot	animate	OTH	N	N	-3.301029996	2	2	71	1960
bk10.0040.03	Brown	K10	40	General Fiction	s	his mother's bedroom	his mother's	mother	common	N	animate	animate	animate	given	bedroom	bedroom	inanimate	OWN	Y	N	-3	2	1	73	1960
bk10.0043.02	Brown	K10	43	General Fiction	of	the bells of Noyon-la-Sainte	Noyon-la-Sainte	Noyon-la-Sainte	proper	N	place	inanimate	inanimate	given	the bells	bells	inanimate	PART	Y	Y	-3.301029996	1	2	76	1960
